#{"t_start": 1782840714.3012211, "env_id": "None"}
r,l,t
-5905.449218,40,69.083736
-5090.981839,40,69.156557
-5511.854875,40,69.234304
-5561.565244,40,69.324823
-5154.147584,40,69.422833
-5093.464964,40,69.505457
-5093.264541,40,69.591183
-5315.13035,40,69.674
-5431.392569,40,69.753471
-5339.945648,40,69.855963
-5338.812396,40,69.951662
-5152.786117,40,70.035739
-4518.747558,40,70.137301
-5216.688077,40,70.221249
-5806.935758,40,70.306846
-5294.378659,40,70.387366
-5337.233267,40,70.467067
-4870.599213,40,70.546096
-5340.923144,40,70.627601
-5389.645423,40,70.705788
-5161.118687,40,70.786652
-5878.990004,40,70.867549
-5611.069925,40,70.95425
-5511.303198,40,71.043559
-5576.738532,40,71.123123
-4665.94961,40,71.205979
-5044.123961,40,71.289149
-4923.236698,40,71.370689
-5608.034916,40,71.462491
-4923.602129,40,71.547644
-4789.887393,40,71.630471
-4497.083958,40,71.708336
-3384.767108,40,71.782311
-3481.227897,40,71.861252
-3864.322138,40,71.937454
-5188.960463,40,72.014305
-3945.668389,40,72.091771
-4802.853602,40,72.167867
-5243.013603,40,72.247517
-5505.918744,40,72.32533
-5162.15471,40,72.432289
-4853.160495,40,72.549145
-4668.305174,40,72.650846
-5018.336359,40,72.758599
-4876.19816,40,72.885116
-5087.825468,40,73.031106
-4922.329766,40,73.119604
-5140.966204,40,73.199865
-5317.821712,40,73.283582
-4899.104649,40,73.374158
-5317.480976,40,73.465153
-5317.077225,40,73.556309
-5161.695661,40,73.646925
-4405.863397,40,73.736051
-4751.536032,40,73.824266
-4678.410663,40,73.904202
-4866.441146,40,73.978001
-5502.981993,40,74.058047
-5420.629715,40,74.144193
-4497.583968,40,74.225746
-4663.046123,40,74.324494
-5117.56395,40,74.408928
-5179.405963,40,74.504312
-5670.452924,40,74.639449
-4876.322263,40,74.737791
-5150.899779,40,74.824385
-4979.331404,40,74.906463
-4951.469616,40,74.988706
-4952.672252,40,75.072202
-5139.939849,40,75.15554
-5237.056603,40,75.23709
-4677.827616,40,75.322603
-5120.935583,40,75.404214
-4951.105952,40,75.506627
-5152.636767,40,75.594178
-5227.410122,40,75.679467
-4925.859885,40,75.76517
-5147.529785,40,75.842451
-4874.392666,40,75.919839
-4907.931386,40,75.995466
-4990.515563,40,76.073001
-5777.188183,40,76.149813
-5228.101532,40,76.236171
-5383.724275,40,76.34725
-5383.607122,40,76.431463
-5286.328939,40,76.528162
-5551.717096,40,76.623399
-6342.24308,40,76.712259
-6344.916885,40,76.79423
-6134.672294,40,76.878758
-6640.520187,40,76.960809
-6640.5593,40,77.050146
-6849.544567,40,77.135531
-5911.605019,40,77.216602
-6704.327226,40,77.307987
-6769.031665,40,77.392999
-7015.141449,40,77.474443
-6802.159356,40,77.557249
-6761.009819,40,77.636844
-6808.550248,40,77.715224
-7254.070699,40,77.800271
-6102.896856,40,77.877091
-6752.921792,40,77.957346
-6951.278892,40,78.038429
-6849.619192,40,78.115964
-6561.471223,40,78.193581
-7270.237969,40,78.273705
-6500.002645,40,78.355216
-6808.279435,40,78.45114
-6870.965086,40,78.529267
-5131.154203,40,78.609593
-4931.250452,40,78.689276
-4963.752805,40,78.771946
-4828.836939,40,78.853204
-4825.024403,40,78.931492
-4984.659315,40,79.00938
-5435.034369,40,79.092431
-5088.49211,40,79.175405
-4757.539939,40,79.257933
-4983.523293,40,79.338358
-5092.696494,40,79.419956
-5173.054287,40,79.509937
-5215.436216,40,79.584649
-4833.943478,40,79.663355
-4845.337259,40,79.748614
-5528.479029,40,79.834816
-5069.070641,40,79.915443
-4684.794189,40,79.991525
-4984.952126,40,80.068846
-5397.05694,40,80.142829
-5424.701694,40,80.222012
-4825.133301,40,80.304762
-4930.291916,40,80.443018
-4824.868787,40,80.541949
-5330.573166,40,80.632371
-5211.432837,40,80.739175
-4457.974156,40,80.830508
-4777.22843,40,80.916972
-4952.723761,40,81.005942
-4510.5022,40,81.103501
-5004.41645,40,81.20453
-5562.612135,40,81.304265
-4721.742687,40,81.407563
-4571.115605,40,81.512429
-5582.750999,40,81.608815
-5198.456382,40,81.719598
-5024.252792,40,81.804522
-4442.672398,40,81.889033
-5228.88881,40,81.981476
-5146.401453,40,82.065905
-4956.359089,40,82.160561
-4678.283278,40,82.244851
-5536.382186,40,82.331512
-4865.628228,40,82.415713
-4618.618712,40,82.521636
-5285.727442,40,82.60523
-5710.594027,40,82.688247
-4676.400301,40,82.769659
-5623.477748,40,82.851578
-4758.196809,40,82.928521
-5183.052091,40,83.009157
-4989.534982,40,83.104923
-4898.284404,40,83.183875
-6369.121762,40,83.260384
-5460.257172,40,83.370774
-5887.015482,40,83.465911
-6539.515976,40,83.562674
-5930.951683,40,83.66505
-6081.727548,40,83.751178
-5723.768566,40,83.837022
-5747.58457,40,83.925268
-5581.721108,40,84.011148
-5288.601,40,84.092912
-5275.251559,40,84.192953
-5731.797442,40,84.279595
-5699.346115,40,84.376177
-5166.649946,40,84.462328
-6212.383354,40,84.546595
-5915.564258,40,84.630733
-7378.365778,40,84.714769
-6956.050055,40,84.800647
-6994.136798,40,84.88513
-6755.228837,40,84.970669
-6699.900122,40,85.05477
-6634.281201,40,85.144611
-6351.975101,40,85.230519
-6016.854091,40,85.314518
-6351.840584,40,85.399672
-6910.385688,40,85.480062
-7068.99501,40,85.561003
-7091.558468,40,85.645309
-7709.37635,40,85.724489
-7498.040384,40,85.810014
-7498.652714,40,85.893818
-7389.460693,40,85.975313
-7877.831815,40,86.057368
-7854.600208,40,86.139968
-7688.749771,40,86.224096
-7021.632252,40,86.311882
-6999.478125,40,86.397372
-7855.375941,40,86.482198
-7877.981391,40,86.563195
-7320.289487,40,86.644681
-7343.209421,40,86.728709
-7855.789207,40,86.811365
-7603.888349,40,86.895756
-7283.223401,40,86.978631
-6999.412052,40,87.060318
-7319.973149,40,87.144961
-7688.611628,40,87.230374
-7229.029674,40,87.311146
-7476.253966,40,87.395345
-7877.160631,40,87.479578
-7137.137338,40,87.563429
-7045.182097,40,87.651563
-5964.7707,40,87.748548
-6475.2958,40,87.839035
-6306.511744,40,87.940169
-6938.747662,40,88.026246
-6676.548892,40,88.110644
-6515.366796,40,88.193692
-5939.884049,40,88.278589
-6103.162031,40,88.36221
-5402.614429,40,88.446005
-5716.811653,40,88.52629
-5725.128715,40,88.612344
-5067.919811,40,88.694891
-5707.98861,40,88.775829
-4882.197757,40,88.864788
-5238.659427,40,88.946147
-4819.903096,40,89.029446
-4742.097759,40,89.112641
-5519.738425,40,89.200161
-5091.289152,40,89.283677
-5478.641252,40,89.366834
-5594.651807,40,89.450615
-6040.091797,40,89.572086
-5480.11532,40,89.658119
-5638.873122,40,89.741306
-5502.217247,40,89.822141
-4819.133508,40,89.904354
-4795.629737,40,89.987457
-6498.952926,40,90.071752
-5481.144551,40,90.151694
-6062.832165,40,90.233995
-6034.980468,40,90.319593
-5724.700085,40,90.403807
-5544.267297,40,90.488992
-5184.223186,40,90.57427
-5525.399895,40,90.656037
-4359.994543,40,90.737892
-5000.502666,40,90.819995
-4445.189723,40,90.90308
-4884.602931,40,90.987149
-4563.653554,40,91.069204
-4564.173165,40,91.151304
-4279.695289,40,91.237089
-4895.743452,40,91.321703
-5322.856207,40,91.406976
-4396.976391,40,91.489244
-4896.973639,40,91.574118
-5096.574107,40,91.653913
-5251.488573,40,91.734696
-4429.372507,40,91.814577
-5150.748311,40,91.899511
-4672.527475,40,91.979237
-4563.622707,40,92.061649
-4987.238915,40,92.143004
-4484.758745,40,92.225405
-4831.438525,40,92.31022
-4354.545643,40,92.392955
-4189.091306,40,92.477037
-4851.998336,40,92.560465
-4646.162193,40,92.643145
-4827.649216,40,92.726049
-4624.088955,40,92.808966
-4466.808932,40,92.891855
-4518.438979,40,92.974974
-4811.905958,40,93.057478
-4915.75282,40,93.141466
-4583.421897,40,93.228739
-4439.516645,40,93.311303
-4646.150065,40,93.416224
-4764.330346,40,93.521692
-4582.320606,40,93.607044
-5108.792355,40,93.692128
-4647.453684,40,93.775113
-4647.227662,40,93.856273
-4951.111868,40,93.939885
-4590.9514,40,94.022719
-4645.837161,40,94.105507
-4526.800436,40,94.188768
-4715.01597,40,94.27269
-4713.703388,40,94.35958
-5271.207311,40,94.442444
-5633.736845,40,94.52388
-5602.284876,40,94.607258
-5882.498535,40,94.691329
-5604.15858,40,94.77315
-5908.083654,40,94.858431
-5583.327271,40,94.941495
-5604.088172,40,95.025306
-5222.726659,40,95.108799
-6033.446308,40,95.189819
-5925.80789,40,95.276953
-6411.884297,40,95.361033
-6010.720927,40,95.444021
-5857.021447,40,95.529146
-5482.871233,40,95.611537
-5303.399367,40,95.693822
-5835.261999,40,95.778989
-6151.793701,40,95.859138
-6071.99698,40,95.941361
-6778.01548,40,96.025495
-6151.142025,40,96.108917
-6653.244736,40,96.191638
-6060.356159,40,96.275952
-6942.491442,40,96.364159
-6752.917054,40,96.444555
-6773.584356,40,96.527952
-6774.401442,40,96.616117
-6754.047373,40,96.699795
-7094.248557,40,96.784606
-7091.251103,40,96.86904
-6546.695737,40,96.951608
-5574.197567,40,97.033123
-5475.513114,40,97.115732
-5775.956325,40,97.1986
-5636.140218,40,97.285429
-5767.469567,40,97.373205
-6270.50585,40,97.456897
-6394.623752,40,97.541395
-6315.440502,40,97.626055
-6294.365229,40,97.709692
-6293.389996,40,97.795306
-7115.577935,40,97.88088
-6250.020519,40,97.966259
-6436.035673,40,98.051296
-6211.67657,40,98.135017
-5526.799925,40,98.218736
-6936.053312,40,98.304047
-6794.343146,40,98.387406
-6745.626158,40,98.47033
-6470.897044,40,98.553986
-6876.146262,40,98.637994
-6544.862402,40,98.719164
-6056.801776,40,98.801763
-7054.766994,40,98.883174
-7380.540543,40,98.966181
-7720.935747,40,99.051301
-6835.73535,40,99.13525
-7043.936592,40,99.222795
-6506.370443,40,99.310407
-7407.946708,40,99.396679
-7162.300668,40,99.477968
-6988.214001,40,99.560243
-6989.282892,40,99.643928
-6629.847792,40,99.726907
-6258.554377,40,99.807241
-4500.723236,40,99.891836
-5467.938359,40,99.97561
-7015.211945,40,100.05795
-7685.179944,40,100.139754
-6227.849944,40,100.223641
-6539.917864,40,100.308335
-6548.32382,40,100.393582
-6647.358578,40,100.51857
-6294.118326,40,100.604074
-6643.644217,40,100.700847
-6327.108031,40,100.785061
-7161.995907,40,100.866802
-7411.288819,40,100.960257
-7480.091942,40,101.042919
-6942.599594,40,101.124091
-6903.394622,40,101.203946
-7901.360248,40,101.288997
-6763.101393,40,101.376019
-6050.007669,40,101.458526
-6599.71011,40,101.541302
-6150.111924,40,101.625149
-5504.471784,40,101.708766
-5928.779924,40,101.791729
-6565.844866,40,101.874065
-7269.469555,40,101.95731
-6784.072601,40,102.042928
-6712.367846,40,102.125045
-6521.323817,40,102.203427
-5576.179962,40,102.289713
-6168.501403,40,102.373326
-7124.738726,40,102.455152
-7279.333683,40,102.541039
-6707.938346,40,102.623089
-5717.540426,40,102.703609
-6917.952936,40,102.794785
-5967.013857,40,102.875261
-6129.400885,40,102.958445
-6007.869817,40,103.042891
-5658.813538,40,103.123221
-5709.518695,40,103.20593
-5586.728589,40,103.29147
-5518.830768,40,103.385451
-5983.246046,40,103.499669
-6520.989198,40,103.628472
-6356.634151,40,103.728712
-6083.108454,40,103.817137
-6486.405023,40,103.908068
-6353.738959,40,103.989934
-6236.957941,40,104.073772
-5196.145686,40,104.154202
-5726.272399,40,104.235953
-6213.421475,40,104.319654
-5140.814144,40,104.400231
-4270.478423,40,104.477911
-5542.592548,40,104.560805
-5547.191035,40,104.639993
-5712.218091,40,104.721501
-6493.534809,40,104.801649
-5929.755388,40,104.88122
-5986.820507,40,104.960576
-5717.544215,40,105.03907
-7109.35461,40,105.120136
-5949.915735,40,105.200681
-6197.186206,40,105.280858
-5758.606272,40,105.364659
-5163.035042,40,105.44237
-6654.264798,40,105.523766
-6702.726463,40,105.605931
-5613.045491,40,105.686302
-5688.95662,40,105.766648
-5897.934018,40,105.84623
-5777.886044,40,105.924104
-5148.469085,40,106.004426
-6232.300226,40,106.081296
-5493.412343,40,106.161535
-6818.880902,40,106.244416
-6228.42315,40,106.39054
-5652.355364,40,106.500079
-6182.090935,40,106.589281
-5659.617753,40,106.668079
-5928.427969,40,106.745639
-6340.764357,40,106.829588
-5835.105418,40,106.909045
-6697.905994,40,106.987932
-6719.557854,40,107.066933
-7449.593121,40,107.145778
-6932.348916,40,107.227927
-6911.184312,40,107.318874
-7586.165656,40,107.403511
-7792.562353,40,107.484736
-7465.159572,40,107.563197
-7473.6921,40,107.645585
-8075.31874,40,107.72711
-7582.947501,40,107.80741
-7561.006201,40,107.888051
-6387.761463,40,107.969412
-7119.414699,40,108.048965
-7851.022821,40,108.129323
-7561.636642,40,108.208128
-7300.195351,40,108.287802
-7685.277206,40,108.36815
-5967.979699,40,108.45093
-6066.618159,40,108.530785
-6171.518376,40,108.606629
-6191.00192,40,108.686871
-5775.155203,40,108.767884
-4997.777325,40,108.845203
-5864.988831,40,108.927013
-5517.011634,40,109.006864
-5054.775438,40,109.087191
-5727.390089,40,109.16677
-5199.810638,40,109.245941
-4861.30898,40,109.329645
-5144.10811,40,109.409277
-4970.463087,40,109.488926
-4894.306564,40,109.568653
-5030.673965,40,109.649307
-5161.399918,40,109.73042
-5554.178576,40,109.811249
-5133.479069,40,109.889793
-6331.166413,40,109.970208
-6409.01615,40,110.050702
-8143.132299,40,110.130067
-7641.52614,40,110.209182
-6869.060192,40,110.287139
-6852.694756,40,110.370192
-6393.845637,40,110.451452
-5964.970544,40,110.531057
-6104.08965,40,110.611696
-5902.906604,40,110.68803
-6069.042181,40,110.767474
-7094.916764,40,110.847311
-4692.851088,40,110.930376
-4773.220193,40,111.011235
-4503.632452,40,111.0888
-4373.284722,40,111.166959
-5020.851222,40,111.246412
-5046.737562,40,111.332731
-4721.611295,40,111.416143
-5848.534967,40,111.496136
-5652.558445,40,111.574605
-5652.703344,40,111.65537
-5437.067831,40,111.736003
-5121.511864,40,111.816709
-5755.092886,40,111.909743
-5606.657214,40,111.996937
-5607.115153,40,112.076306
-5264.830074,40,112.154045
-5327.81381,40,112.235706
-5553.544007,40,112.317781
-5540.414821,40,112.400445
-5506.659113,40,112.482869
-5397.599041,40,112.561698
-5870.578328,40,112.641972
-6076.649921,40,112.719525
-5617.812973,40,112.800267
-6017.263704,40,112.880011
-6135.677284,40,112.959321
-5605.477434,40,113.039466
-5762.033882,40,113.11781
-5077.463348,40,113.196702
-5771.531097,40,113.278929
-5815.7416,40,113.358962
-6958.068571,40,113.438479
-6595.018859,40,113.520108
-5827.620963,40,113.599929
-3877.586362,40,113.681381
-4583.912626,40,113.760667
-4902.342799,40,113.842328
-4571.69293,40,113.922951
-5288.755343,40,114.003624
-5380.512589,40,114.085683
-5724.905707,40,114.165679
-6036.039589,40,114.251082
-5521.150207,40,114.333116
-6084.958101,40,114.412591
-5537.833644,40,114.494376
-4875.666093,40,114.571475
-6223.001112,40,114.650799
-5268.90742,40,114.733044
-5143.231236,40,114.815354
-5538.029987,40,114.898017
-5106.989675,40,114.982229
-5927.906687,40,115.063408
-5717.52307,40,115.146732
-7123.792209,40,115.22751
-5736.920543,40,115.308331
-5014.471042,40,115.394677
-5627.352526,40,115.475099
-5244.203026,40,115.555654
-6553.534409,40,115.633193
-6251.470296,40,115.715938
-5941.842579,40,115.798411
-5241.452519,40,115.878914
-4825.487436,40,115.958624
-5567.777417,40,116.042431
-5258.107608,40,116.124048
-5184.383771,40,116.208921
-5021.354667,40,116.29294
-4952.250218,40,116.376701
-5349.013989,40,116.487823
-5538.453566,40,116.577592
-5067.279757,40,116.659678
-4571.403257,40,116.742798
-5110.402227,40,116.827404
-5394.137533,40,116.911388
-5398.036974,40,116.99361
-5200.823892,40,117.076998
-5253.082337,40,117.159144
-5100.872126,40,117.243822
-5303.703699,40,117.330782
-5048.359281,40,117.41877
-5071.316186,40,117.501276
-5121.581664,40,117.582957
-5120.868605,40,117.664717
-5170.830679,40,117.752076
-5353.924658,40,117.834302
-5225.585497,40,117.918877
-5076.294464,40,118.016165
-5439.801686,40,118.099776
-5600.459262,40,118.181654
-6413.835535,40,118.266613
-5244.894834,40,118.349453
-5993.134042,40,118.430361
-6370.013348,40,118.510967
-6273.071328,40,118.594815
-6017.711284,40,118.67984
-6068.233261,40,118.764692
-6740.845334,40,118.849019
-6090.853188,40,118.933238
-6635.159895,40,119.015639
-6474.857602,40,119.103245
-6452.650098,40,119.184305
-6569.621275,40,119.267512
-7182.891716,40,119.351394
-6827.015653,40,119.435818
-7115.683122,40,119.519803
-6364.159592,40,119.603457
-6211.749053,40,119.685448
-5822.350491,40,119.769438
-5553.510148,40,119.85288
-4882.794218,40,119.935377
-4547.208441,40,120.04809
-6331.763415,40,120.220466
-5592.740543,40,120.325914
-6489.902233,40,120.425902
-5597.54259,40,120.52733
-6761.253604,40,120.628354
-6132.140582,40,120.728933
-6327.790853,40,120.831397
-6705.558963,40,120.934065
-6915.667894,40,121.036782
-6123.841388,40,121.132521
-6068.215103,40,121.230007
-5155.752279,40,121.328256
-5435.250421,40,121.427389
-6075.947387,40,121.527784
-5393.962661,40,121.626053
-5377.054688,40,121.720451
-5389.759575,40,121.816419
-5804.539563,40,121.913043
-5489.606765,40,122.011874
-5490.665899,40,122.10934
-5930.404717,40,122.206614
-5731.031561,40,122.301957
-6595.792208,40,122.397915
-5663.87494,40,122.494047
-5542.119247,40,122.588554
-5823.733565,40,122.683806
-5990.353752,40,122.780729
-5563.245984,40,122.880508
-5945.995345,40,122.975149
-6410.750347,40,123.063178
-6273.901003,40,123.144413
-5664.226898,40,123.223503
-5988.392415,40,123.303796
-6145.664174,40,123.388714
-6604.740375,40,123.47157
-6384.296288,40,123.557295
-6402.386074,40,123.643188
-6185.350616,40,123.725346
-6357.217947,40,123.810276
-6324.838823,40,123.907395
-6072.411642,40,123.989995
-6411.09618,40,124.070936
-6484.106964,40,124.151394
-6263.174798,40,124.230516
-6002.276903,40,124.312267
-6429.955708,40,124.38938
-6338.50407,40,124.477451
-6607.419488,40,124.554751
-6768.170326,40,124.634784
-6764.937879,40,124.714395
-6574.841587,40,124.794665
-6854.043582,40,124.873219
-7062.736769,40,124.952551
-6818.918054,40,125.034894
-7007.05164,40,125.125552
-5954.302877,40,125.205172
-5534.114856,40,125.311013
-5562.329555,40,125.390827
-6206.401688,40,125.476389
-5658.648603,40,125.558535
-5919.443936,40,125.637053
-5447.761574,40,125.716576
-5530.128827,40,125.795562
-5582.709442,40,125.877859
-5288.774585,40,125.959908
-5584.664562,40,126.039694
-5253.531992,40,126.121879
-5553.530638,40,126.205627
-5798.401883,40,126.291676
-5080.046994,40,126.377467
-5678.175951,40,126.458996
-5077.962578,40,126.541554
-5685.162801,40,126.622798
